osm_id,code,fclass,name,type,area
"244840216","1500",building,,apartments,"803"
"244840217","1500",building,,apartments,"803"
"244840218","1500",building,,apartments,"803"
"244840219","1500",building,,house,"472"
"244840220","1500",building,,house,"202"
"244840221","1500",building,,,"574"
"244840222","1500",building,,apartments,"356"
"244843405","1500",building,,apartments,"498"
"244843406","1500",building,,apartments,"363"
"244843407","1500",building,,apartments,"370"
"244843408","1500",building,,industrial,"4017"
"244843409","1500",building,,industrial,"9375"
"244843410","1500",building,,apartments,"260"
"244843411","1500",building,,apartments,"119"
"244843412","1500",building,,apartments,"117"
"244843413","1500",building,,industrial,"2652"
"244843414","1500",building,,apartments,"260"
"244843415","1500",building,,industrial,"9280"
"244843416","1500",building,,apartments,"1541"
"244921169","1500",building,,apartments,"595"
"244921171","1500",building,,house,"286"
"244921173","1500",building,,house,"808"
"244921175","1500",building,,house,"1053"
"244921178","1500",building,,house,"605"
"244921180","1500",building,,house,"392"
"244921182","1500",building,,apartments,"1816"
"244921185","1500",building,,apartments,"536"
"244921187","1500",building,,apartments,"1167"
"244921189","1500",building,,apartments,"536"
"244921192","1500",building,,apartments,"536"
"244921194","1500",building,,apartments,"1529"
"244921197","1500",building,,apartments,"1082"
"244921199","1500",building,,apartments,"924"
"244921200","1500",building,,apartments,"293"
"244921201","1500",building,,house,"301"
"244921202","1500",building,,apartments,"857"
"244921204","1500",building,,apartments,"262"
"244921205","1500",building,,apartments,"995"
"244921206","1500",building,,house,"231"
"244921207","1500",building,,apartments,"841"
"244921209","1500",building,,house,"211"
"244921210","1500",building,,apartments,"841"
"244921211","1500",building,,apartments,"841"
"244921212","1500",building,,,"219"
"244921214","1500",building,,apartments,"841"
"244921215","1500",building,,apartments,"630"
"244921216","1500",building,,,"333"
"244921217","1500",building,,house,"85"
"244921218","1500",building,,apartments,"712"
"244921220","1500",building,,apartments,"841"
"244921221","1500",building,,apartments,"235"
"244921222","1500",building,,house,"141"
"244921223","1500",building,,apartments,"570"
"244921224","1500",building,,apartments,"2033"
"244921225","1500",building,,house,"138"
"244921226","1500",building,,house,"104"
"244921227","1500",building,,apartments,"378"
"244921228","1500",building,,house,"246"
"244921229","1500",building,Università degli Studi di Milano Bicocca - Residenza Universitaria Del Parco - Edificio U22,dormitory,"1120"
"244921230","1500",building,,apartments,"1522"
"244921231","1500",building,,house,"133"
"244930802","1500",building,,house,"289"
"244930803","1500",building,,house,"164"
"244930804","1500",building,,apartments,"396"
"244930805","1500",building,,industrial,"4233"
"244930806","1500",building,,apartments,"676"
"244930807","1500",building,,apartments,"242"
"244930808","1500",building,Chiesa di Santa Maria Nascente,church,"340"
"244930809","1500",building,,apartments,"777"
"244930810","1500",building,,apartments,"275"
"244930811","1500",building,,house,"131"
"244930812","1500",building,,,"644"
"244930813","1500",building,,house,"114"
"244930814","1500",building,,house,"127"
"244930815","1500",building,,industrial,"1852"
"244930816","1500",building,,house,"119"
"244930817","1500",building,,house,"163"
"244930818","1500",building,,apartments,"311"
"244930819","1500",building,,house,"107"
"244930820","1500",building,,house,"170"
"244930821","1500",building,,,"575"
"244930822","1500",building,,apartments,"645"
"244930823","1500",building,,house,"111"
"244930824","1500",building,,apartments,"322"
"244930825","1500",building,,house,"211"
"244930826","1500",building,,apartments,"494"
"244930827","1500",building,,industrial,"2828"
"244930828","1500",building,,apartments,"361"
"244930829","1500",building,,apartments,"370"
"244930830","1500",building,,house,"110"
"244930831","1500",building,,apartments,"340"
"244930832","1500",building,,industrial,"1076"
"244931198","1500",building,,apartments,"839"
"244931199","1500",building,,apartments,"530"
"244931200","1500",building,,house,"129"
"244931201","1500",building,,house,"142"
"244931202","1500",building,,apartments,"286"
"244931203","1500",building,,apartments,"474"
"244931204","1500",building,,apartments,"302"
"244931205","1500",building,,house,"280"
"244946503","1500",building,,apartments,"578"
"244946504","1500",building,,apartments,"1064"
"244946505","1500",building,,apartments,"353"
"244946506","1500",building,,,"606"
"244946507","1500",building,,apartments,"418"
"244946508","1500",building,,apartments,"413"
"244946509","1500",building,,apartments,"355"
"244946510","1500",building,,house,"328"
"244946511","1500",building,,garage,"81"
"244946512","1500",building,,house,"274"
"244948064","1500",building,,apartments,"605"
"244948065","1500",building,,apartments,"1399"
"244948066","1500",building,,apartments,"340"
"244948067","1500",building,,house,"344"
"244948068","1500",building,,apartments,"1311"
"244948069","1500",building,,apartments,"920"
"244948070","1500",building,,apartments,"960"
"244948071","1500",building,,apartments,"351"
"244948072","1500",building,,,"97"
"244948073","1500",building,,apartments,"372"
"244948074","1500",building,,apartments,"312"
"244948075","1500",building,,apartments,"297"
"244948076","1500",building,,apartments,"367"
"244948077","1500",building,,,"370"
"244948078","1500",building,,apartments,"862"
"244948079","1500",building,,apartments,"294"
"244948080","1500",building,,apartments,"677"
"244948081","1500",building,,apartments,"522"
"244948564","1500",building,,house,"127"
"244948565","1500",building,,detached,"242"
"245171123","1500",building,,apartments,"840"
"245171124","1500",building,,apartments,"874"
"245171125","1500",building,,apartments,"1827"
"245171126","1500",building,,apartments,"963"
"245171127","1500",building,,apartments,"1167"
"245171128","1500",building,,apartments,"393"
"245171129","1500",building,,apartments,"530"
"245171130","1500",building,,apartments,"603"
"245171131","1500",building,,apartments,"376"
"245171132","1500",building,,apartments,"606"
"245171133","1500",building,,house,"131"
"245171134","1500",building,,house,"239"
"245171135","1500",building,,apartments,"851"
"245171136","1500",building,,apartments,"1039"
"245171137","1500",building,,apartments,"837"
"245171138","1500",building,,house,"330"
"245171139","1500",building,,house,"323"
"245174390","1500",building,,apartments,"457"
"245174391","1500",building,,house,"341"
"245174392","1500",building,,apartments,"451"
"245174393","1500",building,,apartments,"457"
"245174394","1500",building,,apartments,"657"
"245174395","1500",building,,apartments,"435"
"245174396","1500",building,,house,"161"
"245174397","1500",building,,apartments,"773"
"245174398","1500",building,,house,"260"
"245174399","1500",building,,apartments,"278"
"245174400","1500",building,,apartments,"435"
"245174402","1500",building,,house,"255"
"245174403","1500",building,,apartments,"675"
"245174404","1500",building,,house,"231"
"245174405","1500",building,,apartments,"269"
"245174407","1500",building,,apartments,"256"
"245174408","1500",building,,house,"136"
"245188114","1500",building,,apartments,"574"
"245188117","1500",building,,industrial,"6321"
"245188118","1500",building,,house,"294"
"245188119","1500",building,,house,"294"
"245188120","1500",building,,apartments,"472"
"245188121","1500",building,,apartments,"474"
"245188122","1500",building,,apartments,"535"
"245188123","1500",building,,apartments,"737"
"245188124","1500",building,,apartments,"769"
"245188125","1500",building,,apartments,"761"
"245188126","1500",building,,apartments,"1163"
"245188127","1500",building,,apartments,"929"
"245188128","1500",building,,apartments,"929"
"245188129","1500",building,,house,"133"
"245188130","1500",building,,,"1668"
"245188131","1500",building,,house,"122"
"245188132","1500",building,,house,"154"
"245188133","1500",building,,apartments,"399"
"245188134","1500",building,,house,"125"
"245188135","1500",building,,,"245"
"245188136","1500",building,,house,"64"
"245188137","1500",building,,house,"226"
"245188138","1500",building,,industrial,"1347"
"245188139","1500",building,,house,"375"
"245188140","1500",building,,industrial,"338"
"245188141","1500",building,,house,"276"
"245188142","1500",building,,house,"94"
"245188143","1500",building,,house,"192"
"245188144","1500",building,,house,"66"
"245188145","1500",building,,house,"199"
"245188146","1500",building,,house,"76"
"245188147","1500",building,,house,"61"
"245188148","1500",building,,house,"403"
"245188149","1500",building,,house,"97"
"245188150","1500",building,,house,"68"
"245188151","1500",building,,apartments,"426"
"245188152","1500",building,,,"561"
"245188153","1500",building,,house,"68"
"245188154","1500",building,,house,"85"
"245188155","1500",building,,house,"92"
"245188156","1500",building,,house,"95"
"245188157","1500",building,,house,"66"
"245188158","1500",building,,house,"67"
"245188159","1500",building,,house,"70"
"245188160","1500",building,,house,"62"
"245188161","1500",building,,house,"73"
"245188162","1500",building,,house,"66"
"245188163","1500",building,,house,"67"
"245188164","1500",building,,house,"68"
"245188165","1500",building,,house,"72"
"245188166","1500",building,,house,"69"
"245188167","1500",building,,house,"68"
"245188168","1500",building,,house,"71"
"245188169","1500",building,,apartments,"913"
"245188170","1500",building,,house,"141"
"245188171","1500",building,,house,"58"
"245188172","1500",building,,apartments,"427"
"245188173","1500",building,,house,"148"
"245188174","1500",building,,house,"69"
"245188175","1500",building,,house,"68"
"245188176","1500",building,,house,"128"
"245188177","1500",building,,house,"673"
"245188178","1500",building,,house,"340"
"245188179","1500",building,,house,"280"
"245188180","1500",building,,apartments,"611"
"245188181","1500",building,,house,"149"
"245188182","1500",building,,apartments,"313"
"245188183","1500",building,,house,"71"
"245188184","1500",building,,house,"199"
"245188185","1500",building,,house,"70"
"245188186","1500",building,,house,"69"
"245188187","1500",building,,house,"68"
"245188188","1500",building,,house,"68"
"245188665","1500",building,,,"107"
"245188666","1500",building,,house,"295"
"245188667","1500",building,,house,"133"
"245188668","1500",building,,house,"134"
"245188669","1500",building,,house,"102"
"245188670","1500",building,,industrial,"1139"
"245188671","1500",building,,house,"148"
"245188672","1500",building,,house,"81"
"245188673","1500",building,,house,"186"
"245188674","1500",building,,house,"59"
"245188675","1500",building,,house,"122"
"245188676","1500",building,,apartments,"236"
"245188677","1500",building,,house,"125"
"245188678","1500",building,,house,"141"
"245188679","1500",building,,house,"121"
"245188680","1500",building,,house,"207"
"245188681","1500",building,,house,"89"
"245188682","1500",building,,house,"154"
"245188683","1500",building,,house,"167"
"245188684","1500",building,,house,"184"
"245188685","1500",building,,apartments,"396"
"245192287","1500",building,,house,"249"
"245192288","1500",building,,house,"145"
"245192289","1500",building,,apartments,"240"
"245192290","1500",building,,house,"117"
"245192291","1500",building,,apartments,"366"
"245192292","1500",building,,apartments,"267"
"245192293","1500",building,,residential,"176"
"245192294","1500",building,,apartments,"598"
"245192295","1500",building,,apartments,"466"
"245192296","1500",building,,apartments,"284"
"245192297","1500",building,,house,"228"
"245192298","1500",building,,apartments,"281"
"245192299","1500",building,,house,"93"
"245192300","1500",building,,residential,"202"
"245192301","1500",building,,apartments,"516"
"245192302","1500",building,,apartments,"470"
"245192303","1500",building,,house,"79"
"245192304","1500",building,,apartments,"317"
"245192305","1500",building,,apartments,"280"
"245192306","1500",building,,apartments,"120"
"245192307","1500",building,,apartments,"463"
"245192308","1500",building,,house,"129"
"245192309","1500",building,,house,"192"
"245192310","1500",building,,apartments,"282"
"245192311","1500",building,,house,"128"
"245192312","1500",building,,apartments,"315"
"245192313","1500",building,,apartments,"180"
"245192314","1500",building,,house,"126"
"245192315","1500",building,,apartments,"327"
"245192316","1500",building,,apartments,"996"
"245192317","1500",building,,house,"151"
"245192318","1500",building,,house,"161"
"245192319","1500",building,,house,"201"
"245192320","1500",building,,apartments,"591"
"245192322","1500",building,,apartments,"1048"
"245192323","1500",building,,apartments,"1048"
"245193809","1500",building,,apartments,"1849"
"245194564","1500",building,,apartments,"541"
"245194565","1500",building,,apartments,"461"
"245194566","1500",building,MAGE,industrial,"1980"
"245194581","1500",building,,apartments,"393"
"245194585","1500",building,,apartments,"353"
"245194586","1500",building,AFOL Achille Grandi,school,"1180"
"245197850","1500",building,,,"188"
"245197851","1500",building,,house,"268"
"245197852","1500",building,,house,"512"
"245197854","1500",building,,,"5158"
"245197855","1500",building,,house,"223"
"245590639","1500",building,Centro Cottura - Nucleo controllo appalto ristorazione,public,"1699"
"245590640","1500",building,,,"820"
"245590641","1500",building,,apartments,"411"
"245590644","1500",building,,apartments,"484"
"245590645","1500",building,,house,"317"
"245590646","1500",building,,apartments,"264"
"245590647","1500",building,,house,"214"
"245590648","1500",building,,house,"171"
"245591035","1500",building,,industrial,"2971"
"245591036","1500",building,,school,"592"
"245591037","1500",building,,house,"153"
"245591038","1500",building,,house,"112"
"245591039","1500",building,,apartments,"387"
"245591040","1500",building,,residential,"190"
"245591041","1500",building,,,"108"
"245591042","1500",building,,house,"296"
"245628359","1500",building,,apartments,"215"
"245628360","1500",building,,,"350"
"245628361","1500",building,,,"225"
"245628362","1500",building,,school,"1025"
"245628363","1500",building,,apartments,"302"
"245628364","1500",building,,apartments,"280"
"245628365","1500",building,,apartments,"431"
"245628366","1500",building,,apartments,"1886"
"245628367","1500",building,,apartments,"892"
"245628368","1500",building,,house,"161"
"245628369","1500",building,,house,"131"
"245628370","1500",building,,,"489"
"245628371","1500",building,,,"124"
"245628372","1500",building,,house,"168"
"245628373","1500",building,,,"173"
"245628374","1500",building,,house,"168"
"245628375","1500",building,,house,"81"
"245628376","1500",building,,apartments,"248"
"245628377","1500",building,,,"103"
"245628378","1500",building,,house,"65"
"245628379","1500",building,,house,"68"
"245628380","1500",building,,apartments,"551"
"245628381","1500",building,,house,"150"
"245628382","1500",building,,house,"65"
"245628383","1500",building,,house,"71"
"245628384","1500",building,,house,"225"
"245628385","1500",building,,house,"339"
"245628386","1500",building,,house,"137"
"245628387","1500",building,,house,"93"
"245628388","1500",building,,house,"68"
"245628389","1500",building,,apartments,"360"
"245628390","1500",building,,house,"65"
"245628391","1500",building,,house,"73"
"245628392","1500",building,,house,"63"
"245628393","1500",building,,house,"64"
"245628394","1500",building,,apartments,"382"
"245628395","1500",building,,house,"67"
"245628396","1500",building,,house,"67"
"245628397","1500",building,,house,"69"
"245628398","1500",building,,house,"69"
"245628399","1500",building,,apartments,"281"
"245628400","1500",building,,,"168"
"245628401","1500",building,,house,"70"
"245628402","1500",building,,house,"69"
"245628403","1500",building,,house,"93"
"245628917","1500",building,,house,"195"
"245628918","1500",building,,house,"275"
"245628919","1500",building,,house,"181"
"245628920","1500",building,,apartments,"204"
"245628921","1500",building,,residential,"148"
"245628926","1500",building,,apartments,"562"
"245631634","1500",building,,apartments,"408"
"245631635","1500",building,,,"137"
"245631637","1500",building,,apartments,"477"
"245631639","1500",building,,apartments,"542"
"245631641","1500",building,,apartments,"407"
"245631642","1500",building,,apartments,"407"
"245631644","1500",building,,apartments,"484"
"245631646","1500",building,,apartments,"453"
"245631648","1500",building,,apartments,"260"
"245631650","1500",building,,apartments,"917"
"245631652","1500",building,,apartments,"1110"
"245631653","1500",building,,house,"125"
"245631654","1500",building,,apartments,"359"
"245631656","1500",building,,residential,"180"
"245631657","1500",building,,apartments,"219"
"245631659","1500",building,,residential,"173"
"245631660","1500",building,,residential,"142"
"245631662","1500",building,,apartments,"415"
"245631663","1500",building,,house,"123"
"245631665","1500",building,,house,"171"
"245631666","1500",building,,apartments,"245"
"245631668","1500",building,,residential,"144"
"245631669","1500",building,,house,"271"
"245631671","1500",building,,house,"186"
"245631672","1500",building,,house,"109"
"245631674","1500",building,,apartments,"420"
"245631675","1500",building,,,"926"
"245631677","1500",building,,house,"150"
"245631678","1500",building,,house,"173"
"245631680","1500",building,,house,"211"
"245631682","1500",building,,house,"145"
"245631683","1500",building,,house,"192"
"245631685","1500",building,Condominio Marinella,apartments,"357"
"245631687","1500",building,,residential,"129"
"245631689","1500",building,,residential,"147"
"245631691","1500",building,,house,"142"
"245631692","1500",building,,apartments,"315"
"247327150","1500",building,"Biblioteca dei Ragazzi ""Virgilio Canzi""",,"330"
"256301644","1500",building,,industrial,"5525"
"256301645","1500",building,,house,"140"
"256301646","1500",building,,house,"157"
"260586445","1500",building,Scuola primaria Dante,school,"909"
"260586446","1500",building,,apartments,"1651"
"260586447","1500",building,,service,"109"
"260586448","1500",building,,apartments,"286"
"260586449","1500",building,Palestra Natalino Carzaniga,,"2165"
"260586450","1500",building,,,"103"
"260586451","1500",building,,apartments,"624"
"260586452","1500",building,VAO - Vecchio Albergo Operaio Falck,,"1674"
"260586514","1500",building,Scuola secondaria Falck,school,"864"
"260586790","1500",building,Teatro Manzoni,public,"1255"
"260586791","1500",building,,,"155"
"260586792","1500",building,,,"458"
"260586894","1500",building,,residential,"1337"
"6447185","1500",building,Villa Visconti d'Aragona,public,"1578"
"266106840","1500",building,,roof,"259"
"266106841","1500",building,,apartments,"519"
"266106842","1500",building,,residential,"194"
"266106843","1500",building,,apartments,"246"
"266106844","1500",building,,apartments,"416"
"266106845","1500",building,,apartments,"859"
"266106846","1500",building,,roof,"237"
"266106847","1500",building,,apartments,"635"
"266106848","1500",building,,retail,"4168"
"285491590","1500",building,,commercial,"1047"
"285875312","1500",building,,apartments,"734"
"285875313","1500",building,,apartments,"650"
"285875314","1500",building,,apartments,"650"
"285875315","1500",building,,apartments,"601"
"285875316","1500",building,,apartments,"215"
"285875317","1500",building,,apartments,"539"
"285875318","1500",building,,apartments,"267"
"285875763","1500",building,,apartments,"303"
"285875764","1500",building,,apartments,"379"
"285875765","1500",building,,apartments,"269"
"285875766","1500",building,,apartments,"379"
"285875767","1500",building,,apartments,"1057"
"285875768","1500",building,,apartments,"301"
"285875769","1500",building,,apartments,"297"
"285876963","1500",building,,,"483"
"285876964","1500",building,,house,"125"
"285876965","1500",building,Chiesa del Santissimo Redentore e di San Francesco,church,"678"
"285876966","1500",building,,apartments,"182"
"285876967","1500",building,,residential,"308"
"285876968","1500",building,,apartments,"1002"
"285876969","1500",building,,apartments,"785"
"285876970","1500",building,,residential,"156"
"285876971","1500",building,,,"152"
"285876972","1500",building,,residential,"320"
"285876973","1500",building,,commercial,"3246"
"285876974","1500",building,,residential,"344"
"285876975","1500",building,,residential,"250"
"285876976","1500",building,,apartments,"373"
"285876977","1500",building,,residential,"171"
"285876978","1500",building,,residential,"263"
"285876979","1500",building,,residential,"263"
"285876980","1500",building,,apartments,"495"
"285876981","1500",building,,apartments,"772"
"285876982","1500",building,,apartments,"281"
"285876983","1500",building,,apartments,"316"
"285876985","1500",building,,residential,"465"
"285876986","1500",building,,apartments,"221"
"285877853","1500",building,Stabilimento T3,industrial,"10044"
"285877854","1500",building,,industrial,"12239"
"285877855","1500",building,,industrial,"16470"
"285877856","1500",building,OMEC,industrial,"4991"
"285877858","1500",building,,industrial,"9749"
"285877859","1500",building,Bliss,damaged,"5480"
"285877860","1500",building,,industrial,"17494"
"285877862","1500",building,,service,"3321"
"4559696","1500",building,Portineria Concordia Esedra,industrial,"892"
"285878925","1500",building,Villa Pelucca,villa,"1101"
"285878927","1500",building,,apartments,"276"
"285878931","1500",building,,apartments,"277"
"285878933","1500",building,,apartments,"433"
"285878934","1500",building,,apartments,"206"
"285878935","1500",building,,apartments,"826"
"285878937","1500",building,,apartments,"195"
"285878938","1500",building,,apartments,"220"
"285878939","1500",building,,apartments,"523"
"285878940","1500",building,,apartments,"473"
"285878941","1500",building,,church,"438"
"285880787","1500",building,Villa Zorn,villa,"560"
"285880788","1500",building,,industrial,"4779"
"285880789","1500",building,,apartments,"512"
"285880790","1500",building,VetroBalsamo,industrial,"67218"
"285880799","1500",building,,apartments,"418"
"285880807","1500",building,Torre Berta,apartments,"430"
"285881830","1500",building,Villa Campari,villa,"735"
"285881831","1500",building,,apartments,"545"
"285881832","1500",building,,apartments,"597"
"285881833","1500",building,,apartments,"371"
"285881834","1500",building,,apartments,"371"
"285881835","1500",building,,apartments,"708"
"285881836","1500",building,,apartments,"579"
"285882862","1500",building,,house,"120"
"285882863","1500",building,,house,"134"
"285882865","1500",building,,house,"124"
"285882866","1500",building,,apartments,"203"
"285882867","1500",building,,house,"117"
"285882868","1500",building,,apartments,"202"
"285882869","1500",building,,apartments,"199"
"285882870","1500",building,,residential,"114"
"285882873","1500",building,,commercial,"1132"
"285882874","1500",building,,house,"155"
"285882875","1500",building,,apartments,"774"
"285882876","1500",building,,service,"668"
"285882881","1500",building,,residential,"196"
"285882882","1500",building,,house,"149"
"285882883","1500",building,,warehouse,"1021"
"285882884","1500",building,,apartments,"416"
"285882885","1500",building,,apartments,"258"
"285950162","1500",building,,residential,"471"
"285950164","1500",building,,house,"101"
"285950165","1500",building,,shed,"29"
"285950166","1500",building,,service,"289"
"285950167","1500",building,,house,"123"
"285950168","1500",building,,residential,"231"
"285950169","1500",building,,house,"167"
"285950170","1500",building,,house,"143"
"285950171","1500",building,,apartments,"426"
"285950172","1500",building,,house,"134"
"285950173","1500",building,,residential,"112"
"285950174","1500",building,,residential,"237"
"285950175","1500",building,,house,"129"
"285950176","1500",building,,house,"178"
"285950178","1500",building,,house,"106"
"285950179","1500",building,,apartments,"366"
"285950180","1500",building,,apartments,"328"
"285950181","1500",building,,residential,"234"
"285950182","1500",building,,house,"183"
"285950183","1500",building,,apartments,"304"
"285950184","1500",building,,apartments,"468"
"285950185","1500",building,,industrial,"494"
"285950186","1500",building,,apartments,"343"
"286615343","1500",building,Termotecnica Sestese,commercial,"2558"
"286615349","1500",building,,apartments,"1117"
"286615352","1500",building,,,"296"
"286615353","1500",building,,kiosk,"47"
"286615354","1500",building,,industrial,"573"
"286615355","1500",building,,,"258"
"289717569","1500",building,Il Gigante,retail,"1493"
"3848454","1500",building,,kindergarten,"1844"
"291653451","1500",building,,house,"89"
"291653452","1500",building,,house,"84"
"294019271","1500",building,Interlem srl,,"530"
"294019272","1500",building,,,"478"
"294019420","1500",building,,,"25"
"294260588","1500",building,,,"156"
"294260589","1500",building,,residential,"915"
"294260590","1500",building,,,"23"
"294260591","1500",building,,,"639"
"294260594","1500",building,Villa Puricelli Guerra,villa,"938"
"294260597","1500",building,,,"99"
"294260598","1500",building,,,"90"
"294260599","1500",building,,,"248"
"294260600","1500",building,,,"106"
"294260601","1500",building,,,"38"
"302022278","1500",building,,,"762"
"305060718","1500",building,,apartments,"1768"
"305060719","1500",building,,apartments,"1831"
"305060720","1500",building,,apartments,"1685"
"305060721","1500",building,,apartments,"1695"
"305060722","1500",building,,apartments,"1734"
"308551815","1500",building,,apartments,"184"
"308551816","1500",building,,apartments,"274"
"308551817","1500",building,,apartments,"245"
"308551818","1500",building,,apartments,"559"
"313265555","1500",building,,university,"2647"
"313591881","1500",building,,,"25"
"313591887","1500",building,,,"116"
"315140714","1500",building,,commercial,"125"
"315140715","1500",building,,commercial,"68"
"315140716","1500",building,,commercial,"119"
"315140717","1500",building,,roof,"145"
"315610207","1500",building,,,"344"
"315610208","1500",building,,,"876"
"315610209","1500",building,,,"203"
"315610210","1500",building,,industrial,"826"
"315610211","1500",building,,,"353"
"315610212","1500",building,,,"1218"
"315610213","1500",building,,,"102"
"315610214","1500",building,,,"1177"
"315610343","1500",building,,,"1119"
"318923234","1500",building,Abacus Hotel,hotel,"583"
"319873656","1500",building,,apartments,"545"
"319873657","1500",building,,apartments,"566"
"319873658","1500",building,,apartments,"557"
"319873659","1500",building,,apartments,"525"
"319874175","1500",building,,commercial,"78"
"319874177","1500",building,,roof,"212"
"319874178","1500",building,,commercial,"132"
"319875154","1500",building,,apartments,"734"
"319875160","1500",building,,apartments,"241"
"319876044","1500",building,,apartments,"519"
"319876045","1500",building,,commercial,"108"
"319876046","1500",building,,roof,"298"
"319878738","1500",building,,apartments,"605"
"319878739","1500",building,,residential,"272"
"319878740","1500",building,,apartments,"125"
"319878741","1500",building,,residential,"76"
"319878742","1500",building,,residential,"252"
"319878743","1500",building,,residential,"343"
"319878747","1500",building,,apartments,"160"
"319878754","1500",building,,,"147"
"319878755","1500",building,,apartments,"234"
"319878756","1500",building,,residential,"164"
"319878757","1500",building,,residential,"294"
"319878758","1500",building,,apartments,"186"
"319878759","1500",building,,apartments,"190"
"319878760","1500",building,,apartments,"234"
"319878761","1500",building,,apartments,"200"
"319878762","1500",building,,residential,"244"
"319878763","1500",building,,apartments,"416"
"319880199","1500",building,,apartments,"736"
"319881081","1500",building,,house,"130"
"319885539","1500",building,,apartments,"663"
"319885540","1500",building,,apartments,"507"
"319886802","1500",building,,apartments,"451"
"319886819","1500",building,,apartments,"308"
"319887311","1500",building,,public,"969"
"319887312","1500",building,,apartments,"333"
"4449222","1500",building,,,"751"
"319887466","1500",building,,apartments,"370"
"319887467","1500",building,,,"722"
"319915318","1500",building,,house,"181"
"319915320","1500",building,,house,"136"
"319915322","1500",building,,apartments,"579"
"319915325","1500",building,,apartments,"271"
"319916194","1500",building,,house,"177"
"319916195","1500",building,,apartments,"369"
"319919016","1500",building,,apartments,"227"
"319919020","1500",building,,apartments,"202"
"322481803","1500",building,,residential,"319"
"322481809","1500",building,,residential,"175"
"325382073","1500",building,,apartments,"133"
"325401429","1500",building,,apartments,"200"
"325405786","1500",building,,apartments,"252"
"325417385","1500",building,Cinema Rondinella,,"934"
"325435018","1500",building,,,"380"
"325437176","1500",building,,apartments,"347"
"325437177","1500",building,,residential,"217"
"325437178","1500",building,,residential,"95"
"325437179","1500",building,,residential,"395"
"325437180","1500",building,,residential,"143"
"325437181","1500",building,,residential,"200"
"325437182","1500",building,,residential,"562"
"325437183","1500",building,,house,"188"
"325437188","1500",building,,residential,"233"
"325437191","1500",building,,house,"166"
"325437196","1500",building,,residential,"207"
"325438663","1500",building,,apartments,"219"
"325438665","1500",building,,apartments,"204"
"325438667","1500",building,,apartments,"209"
"325438668","1500",building,Residence Puccini,apartments,"627"
"325438669","1500",building,,apartments,"421"
"325438670","1500",building,,apartments,"418"
"325438671","1500",building,,apartments,"544"
"325438672","1500",building,,residential,"105"
"325438673","1500",building,,house,"148"
"325438674","1500",building,,residential,"143"
"325438675","1500",building,,residential,"190"
"325438676","1500",building,,house,"177"
"325438677","1500",building,,apartments,"196"
"325438678","1500",building,,residential,"258"
"325439871","1500",building,,service,"178"
"325439872","1500",building,,service,"197"
"325439874","1500",building,,service,"354"
"325439875","1500",building,,apartments,"489"
"325440601","1500",building,,house,"181"
"325440608","1500",building,,residential,"126"
"325440616","1500",building,,house,"106"
"325440633","1500",building,,house,"141"
"325690687","1500",building,,apartments,"457"
"325691381","1500",building,,apartments,"396"
"326042811","1500",building,,apartments,"592"
"326054837","1500",building,Torre piezometrica Concordia,industrial,"126"
"326056354","1500",building,Scuola dell'infanzia Tonale 1 (ex Asilo Montessori),school,"340"
"326056533","1500",building,,apartments,"368"
"326056656","1500",building,Trafilerie,industrial,"6196"
"326072456","1500",building,,apartments,"130"
"326073324","1500",building,,apartments,"250"
"326086537","1500",building,,apartments,"1384"
"326093361","1500",building,,apartments,"242"
"326094680","1500",building,,apartments,"645"
"326094949","1500",building,,apartments,"186"
"326193094","1500",building,,apartments,"369"
"326193095","1500",building,,apartments,"547"
"326193235","1500",building,,apartments,"846"
"326193525","1500",building,Chiesa Evangelista,church,"199"
"326229831","1500",building,,residential,"520"
"326229945","1500",building,,residential,"562"
"326230021","1500",building,,residential,"227"
"326230703","1500",building,,residential,"451"
"326230817","1500",building,,residential,"116"
"326230829","1500",building,,residential,"274"
"326230949","1500",building,,residential,"180"
"326231046","1500",building,,industrial,"459"
"326231157","1500",building,,retail,"533"
"4554864","1500",building,Municipio di Sesto San Giovanni,public,"1621"
"326236452","1500",building,,residential,"316"
"326236505","1500",building,,residential,"797"
"326236730","1500",building,,commercial,"786"
"326236839","1500",building,,residential,"287"
"326236849","1500",building,,residential,"212"
"326236855","1500",building,,residential,"266"
"326240555","1500",building,,industrial,"191"
"326240562","1500",building,,industrial,"221"
"326240603","1500",building,,industrial,"677"
"326291423","1500",building,,residential,"937"
"326292376","1500",building,,apartments,"984"
"326294128","1500",building,,industrial,"1337"
"326294243","1500",building,,,"119"
"326294290","1500",building,,,"25"
"326294337","1500",building,,,"14"
"326294382","1500",building,,industrial,"573"
"326294383","1500",building,,commercial,"157"
"326294393","1500",building,,house,"129"
"326294398","1500",building,,apartments,"241"
"326294625","1500",building,,apartments,"493"
"326294873","1500",building,BCC di Sesto San Giovanni,retail,"620"
"326294918","1500",building,,residential,"395"
"326294942","1500",building,,,"343"
"326295027","1500",building,,parish,"220"
"326296291","1500",building,,apartments,"595"
"326333696","1500",building,Capannone Bramme,industrial,"6439"
"326362658","1500",building,,residential,"581"
"326362752","1500",building,,residential,"803"
"326362866","1500",building,,residential,"428"
"326378885","1500",building,,kiosk,"29"
"326493799","1500",building,Chiesa di Santo Stefano,church,"1900"
"326493946","1500",building,,tower,"98"
"326510539","1500",building,Torre piezometrica Unione,industrial,"123"
