osm_id,code,fclass,name,type,area
"326511378","1500",building,Cabina di controllo vagoni,industrial,"122"
"326512037","1500",building,Vasche Pompei,industrial,"6994"
"326512306","1500",building,Casa del direttore,industrial,"413"
"326512398","1500",building,Portineria Vulcano,industrial,"219"
"326515116","1500",building,,residential,"465"
"326515127","1500",building,,residential,"487"
"326515197","1500",building,,apartments,"491"
"326515420","1500",building,,residential,"142"
"326519319","1500",building,,kiosk,"47"
"326532995","1500",building,,roof,"215"
"326533108","1500",building,,industrial,"247"
"326534531","1500",building,,industrial,"1699"
"326534714","1500",building,,industrial,"5211"
"326539207","1500",building,,residential,"519"
"326539266","1500",building,,residential,"250"
"326702455","1500",building,BCC di Sesto San Giovanni - Sede Centrale,office,"634"
"327386198","1500",building,,house,"176"
"327386770","1500",building,,,"228"
"4576262","1500",building,Portineria Vulcano,industrial,"733"
"327386771","1500",building,,,"505"
"327428766","1500",building,,,"1662"
"329525010","1500",building,,,"185"
"330207849","1500",building,,residential,"420"
"330207850","1500",building,,residential,"410"
"330207851","1500",building,,residential,"295"
"330207852","1500",building,,residential,"271"
"330207853","1500",building,,residential,"273"
"330207854","1500",building,,residential,"408"
"330208889","1500",building,,residential,"276"
"330208890","1500",building,,residential,"402"
"330208891","1500",building,,residential,"413"
"330208892","1500",building,,residential,"261"
"330208893","1500",building,,residential,"369"
"330208894","1500",building,,residential,"406"
"330208895","1500",building,,residential,"390"
"330208896","1500",building,,residential,"289"
"330208897","1500",building,,residential,"278"
"330208898","1500",building,,residential,"273"
"330208899","1500",building,,residential,"263"
"330208954","1500",building,,residential,"312"
"330209285","1500",building,,residential,"973"
"330209286","1500",building,,,"615"
"330209287","1500",building,,residential,"178"
"330209288","1500",building,,residential,"183"
"330209289","1500",building,,residential,"195"
"330209290","1500",building,,residential,"429"
"330210264","1500",building,Chiesa di San Giorgio,church,"394"
"330210868","1500",building,Falck Village Hotel,hotel,"1155"
"330217208","1500",building,,residential,"295"
"330217209","1500",building,,residential,"293"
"330219687","1500",building,,,"120"
"332070111","1500",building,Chiesa del Beato Giovanni Mazzucconi,church,"909"
"332070248","1500",building,,,"381"
"332070249","1500",building,,roof,"310"
"333428636","1500",building,,apartments,"320"
"333428672","1500",building,,apartments,"565"
"333428796","1500",building,,apartments,"248"
"333428864","1500",building,,public,"1358"
"333428935","1500",building,,apartments,"398"
"333429147","1500",building,,apartments,"256"
"335045204","1500",building,,residential,"102"
"335045205","1500",building,,residential,"140"
"335045207","1500",building,,,"68"
"335045209","1500",building,,residential,"137"
"335045210","1500",building,,residential,"131"
"335045211","1500",building,,residential,"137"
"335045212","1500",building,,residential,"124"
"335045214","1500",building,,residential,"144"
"335045215","1500",building,,service,"26"
"335045218","1500",building,,residential,"141"
"335045220","1500",building,,apartments,"154"
"335045222","1500",building,,,"105"
"335045223","1500",building,,residential,"106"
"335045225","1500",building,,residential,"129"
"335045227","1500",building,,house,"53"
"335045229","1500",building,,,"82"
"335045230","1500",building,,residential,"116"
"335045233","1500",building,,,"143"
"335045234","1500",building,,residential,"121"
"335045236","1500",building,,apartments,"136"
"335045237","1500",building,,,"45"
"335045241","1500",building,,residential,"124"
"335045243","1500",building,,,"104"
"335045244","1500",building,,house,"98"
"335045247","1500",building,,residential,"97"
"335045248","1500",building,,residential,"131"
"335045249","1500",building,,residential,"75"
"335045253","1500",building,,residential,"123"
"335045255","1500",building,,residential,"97"
"335045256","1500",building,,residential,"157"
"335045257","1500",building,,residential,"205"
"335045259","1500",building,,residential,"89"
"335045260","1500",building,,house,"99"
"335045264","1500",building,,service,"107"
"335045265","1500",building,,service,"104"
"335045266","1500",building,,apartments,"244"
"335045269","1500",building,,,"878"
"335048720","1500",building,Chiesa di San Carlo Borromeo,church,"1830"
"335048723","1500",building,,apartments,"1274"
"335048724","1500",building,,roof,"45"
"335048727","1500",building,,,"76"
"335048730","1500",building,,grandstand,"426"
"335048731","1500",building,,apartments,"270"
"335048732","1500",building,,residential,"496"
"335048733","1500",building,,warehouse,"452"
"335048734","1500",building,,,"778"
"335890766","1500",building,,residential,"122"
"335890773","1500",building,,,"110"
"337139599","1500",building,,house,"133"
"337139600","1500",building,,house,"126"
"337139632","1500",building,chiesa evangelica cristiana,church,"264"
"337555739","1500",building,Pala Don Bosco,,"994"
"338464700","1500",building,Chiesa della Resurrezione di Gesù,church,"1547"
"338466123","1500",building,Chiesa parrocchiale di Santa Maria Ausiliatrice,church,"1410"
"340704756","1500",building,,residential,"140"
"340704761","1500",building,,apartments,"239"
"340704764","1500",building,,apartments,"315"
"347722234","1500",building,,residential,"130"
"347722235","1500",building,,residential,"105"
"347722236","1500",building,,residential,"116"
"350881244","1500",building,,,"269"
"350881245","1500",building,,,"48"
"350881246","1500",building,,shed,"56"
"350881247","1500",building,,shed,"40"
"350881249","1500",building,,shed,"31"
"350881250","1500",building,,house,"99"
"350881251","1500",building,,residential,"60"
"350881252","1500",building,,residential,"227"
"350882620","1500",building,,apartments,"81"
"350882630","1500",building,,,"156"
"350882640","1500",building,,residential,"207"
"350882653","1500",building,,residential,"146"
"350882668","1500",building,,apartments,"111"
"350882686","1500",building,,residential,"154"
"350882698","1500",building,,apartments,"315"
"350882710","1500",building,,garages,"57"
"350882722","1500",building,,,"185"
"350882737","1500",building,,residential,"144"
"350882752","1500",building,,house,"102"
"350882762","1500",building,,,"115"
"350882764","1500",building,,residential,"97"
"350882780","1500",building,,residential,"217"
"350882798","1500",building,,,"114"
"350882807","1500",building,,garages,"72"
"350882816","1500",building,,residential,"223"
"350882826","1500",building,,residential,"209"
"350882836","1500",building,,residential,"72"
"350882847","1500",building,,apartments,"234"
"350882880","1500",building,,apartments,"260"
"350882899","1500",building,,apartments,"344"
"350882912","1500",building,,,"106"
"350882918","1500",building,,garages,"91"
"350882927","1500",building,,residential,"167"
"350882933","1500",building,,apartments,"307"
"350884108","1500",building,,residential,"155"
"350884110","1500",building,,apartments,"300"
"350884111","1500",building,,residential,"180"
"350884112","1500",building,,residential,"179"
"350884113","1500",building,,residential,"105"
"350884114","1500",building,,residential,"145"
"350884115","1500",building,,,"65"
"350884116","1500",building,,residential,"121"
"350884119","1500",building,,,"200"
"350884120","1500",building,,residential,"159"
"350884121","1500",building,,apartments,"275"
"350884123","1500",building,,service,"38"
"350884124","1500",building,,residential,"118"
"350884125","1500",building,,,"67"
"350884126","1500",building,,residential,"118"
"350884129","1500",building,,residential,"115"
"350884130","1500",building,,residential,"116"
"350884945","1500",building,,apartments,"490"
"350884950","1500",building,,apartments,"490"
"350884951","1500",building,,apartments,"299"
"350884952","1500",building,,apartments,"394"
"350884953","1500",building,,apartments,"494"
"350884954","1500",building,,apartments,"276"
"350884957","1500",building,,apartments,"544"
"350884958","1500",building,,apartments,"543"
"350884959","1500",building,,apartments,"196"
"350884960","1500",building,,apartments,"492"
"350884961","1500",building,,apartments,"721"
"350884962","1500",building,,apartments,"323"
"350884963","1500",building,,apartments,"298"
"350884969","1500",building,,apartments,"494"
"350884976","1500",building,Condominio Matteotti,apartments,"473"
"350884981","1500",building,,apartments,"346"
"350885000","1500",building,,apartments,"335"
"350885049","1500",building,,apartments,"355"
"350885071","1500",building,Condominio Belvedere,apartments,"407"
"350885083","1500",building,,apartments,"273"
"350885091","1500",building,,apartments,"464"
"350889907","1500",building,,apartments,"973"
"350889912","1500",building,,apartments,"573"
"350889915","1500",building,,apartments,"312"
"350889920","1500",building,,apartments,"262"
"350889929","1500",building,,apartments,"312"
"350889940","1500",building,,apartments,"281"
"350889942","1500",building,,apartments,"240"
"350889947","1500",building,,apartments,"307"
"350889953","1500",building,,garages,"156"
"350889958","1500",building,,apartments,"353"
"350889962","1500",building,,apartments,"311"
"350889967","1500",building,,apartments,"259"
"350889972","1500",building,,residential,"187"
"350889975","1500",building,,apartments,"280"
"350890675","1500",building,,apartments,"560"
"350890677","1500",building,,apartments,"243"
"350890679","1500",building,,apartments,"243"
"350890680","1500",building,,apartments,"321"
"350890681","1500",building,,apartments,"428"
"350890682","1500",building,,apartments,"308"
"350890683","1500",building,,apartments,"308"
"350890684","1500",building,,apartments,"295"
"350890685","1500",building,,apartments,"295"
"350890686","1500",building,,apartments,"308"
"350890687","1500",building,,apartments,"413"
"350893994","1500",building,,apartments,"423"
"350893995","1500",building,,apartments,"377"
"350893997","1500",building,,apartments,"221"
"350893998","1500",building,,house,"131"
"350893999","1500",building,,apartments,"328"
"350894000","1500",building,,apartments,"206"
"350894001","1500",building,,industrial,"962"
"350894002","1500",building,,apartments,"274"
"350894003","1500",building,,residential,"140"
"350894004","1500",building,,apartments,"268"
"350894005","1500",building,,apartments,"209"
"350894006","1500",building,,residential,"160"
"350894009","1500",building,,apartments,"408"
"350894011","1500",building,,industrial,"1017"
"350894012","1500",building,,apartments,"493"
"350894013","1500",building,,apartments,"420"
"350894014","1500",building,,apartments,"176"
"350894015","1500",building,,apartments,"600"
"350894016","1500",building,,apartments,"240"
"350894017","1500",building,,apartments,"510"
"350894577","1500",building,,,"113"
"350894578","1500",building,,,"147"
"350894579","1500",building,,,"62"
"350894580","1500",building,,,"36"
"350894581","1500",building,,residential,"535"
"350894582","1500",building,,residential,"167"
"350894583","1500",building,,,"407"
"350894584","1500",building,,residential,"360"
"350894585","1500",building,,residential,"553"
"350897358","1500",building,,industrial,"1152"
"350897359","1500",building,,house,"197"
"350897360","1500",building,,residential,"93"
"350897361","1500",building,,shed,"32"
"350897362","1500",building,,apartments,"424"
"350897363","1500",building,,shed,"24"
"350897364","1500",building,,residential,"176"
"350897365","1500",building,,garages,"57"
"350897366","1500",building,,residential,"154"
"350897367","1500",building,,residential,"221"
"350897368","1500",building,,residential,"112"
"350897369","1500",building,,,"929"
"350897370","1500",building,,residential,"178"
"350897371","1500",building,,residential,"149"
"350897372","1500",building,,residential,"153"
"350897374","1500",building,,residential,"140"
"350897375","1500",building,,residential,"179"
"350898659","1500",building,,service,"35"
"350898672","1500",building,,residential,"132"
"350898681","1500",building,,house,"108"
"350898692","1500",building,,apartments,"687"
"350898702","1500",building,,apartments,"473"
"350898712","1500",building,,house,"139"
"350898722","1500",building,,service,"84"
"350898736","1500",building,,house,"107"
"350898746","1500",building,,house,"91"
"350898754","1500",building,,house,"98"
"350898765","1500",building,,apartments,"473"
"350898776","1500",building,,apartments,"732"
"350898786","1500",building,,,"56"
"350898797","1500",building,,residential,"175"
"350898807","1500",building,,apartments,"360"
"351684035","1500",building,,residential,"561"
"351684039","1500",building,,industrial,"1988"
"351684040","1500",building,,industrial,"1206"
"351684041","1500",building,,,"478"
"353021171","1500",building,,,"1864"
"358508072","1500",building,,,"97"
"358508074","1500",building,,industrial,"1979"
"358508080","1500",building,,industrial,"802"
"358508084","1500",building,,industrial,"2041"
"358508086","1500",building,,industrial,"3083"
"358508088","1500",building,,industrial,"3528"
"358508091","1500",building,,,"1308"
"358509641","1500",building,,industrial,"886"
"358509642","1500",building,,industrial,"824"
"358509654","1500",building,,industrial,"1026"
"358509658","1500",building,,,"1301"
"358509661","1500",building,,industrial,"279"
"358510989","1500",building,,,"1891"
"358511435","1500",building,Fiat,office,"668"
"358511789","1500",building,,industrial,"292"
"358538232","1500",building,,apartments,"1023"
"358547719","1500",building,,roof,"57"
"358547722","1500",building,,,"144"
"358547724","1500",building,,construction,"513"
"358547727","1500",building,,apartments,"358"
"358900175","1500",building,,service,"506"
"358902349","1500",building,,industrial,"6130"
"358902351","1500",building,,apartments,"239"
"358902353","1500",building,,,"496"
"358902354","1500",building,,commercial,"148"
"358902355","1500",building,,industrial,"3157"
"358902356","1500",building,,roof,"371"
"359619965","1500",building,,school,"2111"
"362077960","1500",building,,house,"85"
"362077962","1500",building,,apartments,"101"
"362077965","1500",building,,apartments,"179"
"362077970","1500",building,,apartments,"505"
"362077972","1500",building,,house,"122"
"362078699","1500",building,,apartments,"203"
"362078700","1500",building,,apartments,"202"
"362078701","1500",building,,apartments,"383"
"362080214","1500",building,,apartments,"968"
"362080215","1500",building,,apartments,"326"
"362080216","1500",building,,apartments,"570"
"362080217","1500",building,,apartments,"145"
"362080218","1500",building,,apartments,"622"
"362080219","1500",building,,house,"135"
"362080220","1500",building,,apartments,"249"
"362080221","1500",building,,apartments,"138"
"362080222","1500",building,,apartments,"232"
"362080223","1500",building,,house,"145"
"362080224","1500",building,,apartments,"279"
"362080225","1500",building,,house,"118"
"362080226","1500",building,,apartments,"374"
"362080227","1500",building,,house,"159"
"362080228","1500",building,,house,"110"
"362080229","1500",building,,house,"221"
"362080230","1500",building,,apartments,"230"
"362080231","1500",building,,house,"111"
"362080503","1500",building,,apartments,"248"
"362080504","1500",building,,apartments,"233"
"362080505","1500",building,,apartments,"216"
"363368434","1500",building,,industrial,"485"
"363368443","1500",building,,industrial,"1234"
"363368448","1500",building,,industrial,"253"
"363368458","1500",building,,industrial,"358"
"363368460","1500",building,,industrial,"838"
"363368461","1500",building,,industrial,"802"
"363368464","1500",building,,industrial,"282"
"363368465","1500",building,,industrial,"528"
"363946159","1500",building,,residential,"191"
"363946160","1500",building,,apartments,"193"
"363946161","1500",building,,,"954"
"363947431","1500",building,,house,"67"
"363947435","1500",building,,house,"92"
"363947438","1500",building,,apartments,"117"
"363947439","1500",building,,apartments,"199"
"368149951","1500",building,,industrial,"387"
"368149984","1500",building,,industrial,"84"
"368150003","1500",building,,industrial,"327"
"368150009","1500",building,,industrial,"232"
"368150013","1500",building,,industrial,"272"
"368150060","1500",building,,industrial,"360"
"368150064","1500",building,,industrial,"378"
"375689331","1500",building,,roof,"274"
"375689345","1500",building,,apartments,"946"
"375689357","1500",building,,apartments,"365"
"375689366","1500",building,,apartments,"517"
"375689375","1500",building,,,"80"
"375689383","1500",building,,residential,"83"
"375689391","1500",building,,residential,"103"
"375689402","1500",building,,commercial,"334"
"375689406","1500",building,,commercial,"126"
"375689412","1500",building,,apartments,"213"
"375689415","1500",building,,apartments,"89"
"375689420","1500",building,,house,"106"
"375689422","1500",building,,,"398"
"375689425","1500",building,,residential,"100"
"375689426","1500",building,,house,"156"
"375689427","1500",building,,residential,"108"
"375689428","1500",building,,residential,"120"
"375689429","1500",building,,,"193"
"375689430","1500",building,,apartments,"201"
"375689431","1500",building,,apartments,"175"
"375689432","1500",building,,commercial,"593"
"375689439","1500",building,,,"216"
"375689440","1500",building,,,"76"
"375689441","1500",building,,kindergarten,"1010"
"375689442","1500",building,,apartments,"242"
"375689443","1500",building,,apartments,"274"
"375690048","1500",building,,,"516"
"375690049","1500",building,,residential,"202"
"375690050","1500",building,,apartments,"264"
"375690051","1500",building,,apartments,"264"
"375690052","1500",building,,,"123"
"375690053","1500",building,,apartments,"145"
"375690057","1500",building,,residential,"347"
"375690058","1500",building,,apartments,"260"
"375690059","1500",building,,apartments,"701"
"375690060","1500",building,,apartments,"686"
"375690061","1500",building,,apartments,"473"
"375690152","1500",building,,roof,"264"
"375690153","1500",building,,residential,"231"
"375690154","1500",building,,apartments,"370"
"375690155","1500",building,,apartments,"482"
"375690493","1500",building,,,"141"
"375690495","1500",building,,,"103"
"375690496","1500",building,,,"261"
"375690497","1500",building,,,"342"
"375690498","1500",building,,,"139"
"375690499","1500",building,,garages,"154"
"375690500","1500",building,,,"154"
"375690501","1500",building,,,"169"
"375690502","1500",building,,,"166"
"375690503","1500",building,,residential,"208"
"375690504","1500",building,,,"240"
"375690505","1500",building,,apartments,"725"
"375690506","1500",building,,apartments,"489"
"375690507","1500",building,,apartments,"967"
"375692634","1500",building,,apartments,"200"
"375692635","1500",building,,,"569"
"375692636","1500",building,,apartments,"157"
"375692637","1500",building,,,"133"
"375692638","1500",building,,residential,"93"
"375692639","1500",building,,,"619"
"375692640","1500",building,,service,"39"
"375692641","1500",building,,residential,"109"
"375692642","1500",building,,service,"123"
"375692643","1500",building,,apartments,"178"
"375692644","1500",building,,apartments,"117"
"375692645","1500",building,,residential,"124"
"375692646","1500",building,,apartments,"349"
"375692647","1500",building,,apartments,"147"
"375692648","1500",building,,apartments,"479"
"375692649","1500",building,,apartments,"713"
"375692650","1500",building,,apartments,"354"
"375692938","1500",building,,apartments,"198"
"375692939","1500",building,,residential,"67"
"375692940","1500",building,,residential,"126"
"375692941","1500",building,,residential,"148"
"375692942","1500",building,,residential,"58"
"375692943","1500",building,,apartments,"231"
"375692944","1500",building,,residential,"116"
"375692945","1500",building,,residential,"133"
"375692946","1500",building,,residential,"126"
"375692947","1500",building,,residential,"72"
"375692948","1500",building,,apartments,"141"
"375692949","1500",building,,apartments,"135"
"375692950","1500",building,,apartments,"191"
"375692951","1500",building,,apartments,"371"
"375692952","1500",building,,apartments,"209"
"5597079","1500",building,,,"3306"
"5597078","1500",building,,,"983"
"375834537","1500",building,,house,"160"
"375834538","1500",building,,apartments,"138"
"375834539","1500",building,,house,"147"
"375834540","1500",building,,industrial,"3089"
"375834541","1500",building,,industrial,"5801"
"375834544","1500",building,,house,"124"
"375834545","1500",building,,apartments,"198"
"375834547","1500",building,,apartments,"110"
"375834548","1500",building,,apartments,"115"
"375834550","1500",building,,industrial,"470"
"375834551","1500",building,,house,"128"
"375834554","1500",building,,house,"394"
"375834555","1500",building,,house,"88"
"375834556","1500",building,,industrial,"655"
"375834557","1500",building,,apartments,"316"
"375834559","1500",building,,,"244"
"375834560","1500",building,,house,"86"
"375834561","1500",building,,house,"76"
"375834562","1500",building,,house,"75"
"375834563","1500",building,,house,"81"
"375834564","1500",building,,house,"76"
"375835140","1500",building,,apartments,"270"
"375835142","1500",building,,apartments,"442"
"375835143","1500",building,,apartments,"112"
"375835145","1500",building,,residential,"261"
"375835146","1500",building,,apartments,"217"
"380148876","1500",building,Casa Cotechini,detached,"124"
"380148896","1500",building,,commercial,"354"
"380148897","1500",building,,detached,"252"
"380148898","1500",building,,apartments,"302"
"380148899","1500",building,,apartments,"405"
"380148900","1500",building,,apartments,"433"
"380148901","1500",building,,industrial,"4318"
"380148902","1500",building,,commercial,"894"
"380148911","1500",building,,commercial,"1934"
"380148914","1500",building,,garages,"182"
"380148915","1500",building,,garages,"85"
"380148919","1500",building,,apartments,"400"
"380148920","1500",building,,,"200"
"380148921","1500",building,,apartments,"98"
"380148922","1500",building,,apartments,"261"
"380148923","1500",building,,apartments,"155"
"380148924","1500",building,,,"112"
"380148925","1500",building,,,"97"
"380148926","1500",building,,retail,"201"
"380148927","1500",building,,commercial,"148"
"380148928","1500",building,,residential,"136"
"380148929","1500",building,,house,"193"
"380148930","1500",building,,roof,"114"
"380148931","1500",building,,garages,"92"
"380148933","1500",building,,apartments,"491"
"380148934","1500",building,,commercial,"111"
"380148935","1500",building,,apartments,"561"
"380148936","1500",building,,,"98"
"380148937","1500",building,,apartments,"355"
"380148938","1500",building,,residential,"167"
"380148939","1500",building,,garages,"342"
"380148940","1500",building,,residential,"146"
"380148941","1500",building,,,"73"
"380148942","1500",building,,house,"94"
"380148943","1500",building,,apartments,"237"
"380148944","1500",building,,house,"77"
"380148945","1500",building,,roof,"45"
"380148946","1500",building,,apartments,"198"
"380148947","1500",building,,,"154"
"380148948","1500",building,,residential,"185"
"380148949","1500",building,,apartments,"268"
"380148950","1500",building,,house,"75"
"380148951","1500",building,,,"296"
"380148952","1500",building,,garages,"206"
"380148953","1500",building,,,"94"
"380148954","1500",building,,residential,"130"
"380148955","1500",building,,commercial,"162"
"380148956","1500",building,,house,"101"
"380148957","1500",building,,residential,"80"
"380148958","1500",building,,industrial,"215"
"380148959","1500",building,,apartments,"312"
"380148960","1500",building,,,"212"
"380148961","1500",building,,,"237"
"380148962","1500",building,,apartments,"444"
"380148982","1500",building,,,"174"
"380148988","1500",building,,apartments,"162"
"380148994","1500",building,,retail,"133"
"380148999","1500",building,,residential,"196"
"380149007","1500",building,,,"136"
"380149012","1500",building,,industrial,"198"
"380149013","1500",building,,apartments,"249"
"380149014","1500",building,,apartments,"272"
"380149015","1500",building,,apartments,"340"
"380149016","1500",building,,,"110"
"380149017","1500",building,,commercial,"369"
"380149018","1500",building,,,"233"
"380149019","1500",building,,,"170"
"380149020","1500",building,,garages,"137"
"380149021","1500",building,,industrial,"654"
"380149022","1500",building,,house,"118"
"380149023","1500",building,,residential,"263"
"380149026","1500",building,,,"104"
"380149027","1500",building,,apartments,"219"
"380149028","1500",building,,garages,"209"
"380149029","1500",building,,house,"114"
"380149030","1500",building,,residential,"160"
"380149031","1500",building,,,"187"
"380149032","1500",building,,residential,"181"
"380149033","1500",building,Casa De Ponti,apartments,"753"
"380149034","1500",building,,commercial,"267"
"380149035","1500",building,,residential,"152"
"380149036","1500",building,,house,"159"
"380149045","1500",building,,retail,"204"
"380149046","1500",building,,house,"133"
"380149049","1500",building,,,"209"
"380149093","1500",building,,,"95"
"380149094","1500",building,,,"107"
"380149095","1500",building,,commercial,"216"
"380149096","1500",building,,,"165"
"380149097","1500",building,,residential,"174"
"380149103","1500",building,,garages,"263"
"380149104","1500",building,,apartments,"382"
"380149115","1500",building,,,"149"
"380149129","1500",building,,apartments,"212"
"380149140","1500",building,,industrial,"719"
"380149158","1500",building,,,"413"
"380149196","1500",building,,apartments,"326"
"380149197","1500",building,,apartments,"399"
"380149201","1500",building,,detached,"272"
"380149202","1500",building,,house,"226"
"380149203","1500",building,,apartments,"1042"
"380149204","1500",building,,garages,"167"
"380149205","1500",building,,detached,"235"
"380149206","1500",building,,,"291"
"380149207","1500",building,,garages,"122"
"380149209","1500",building,,residential,"113"
"380149210","1500",building,,apartments,"356"
"380205316","1500",building,,residential,"74"
"380205317","1500",building,,residential,"166"
"380205319","1500",building,,residential,"107"
"380205320","1500",building,,,"71"
"380205321","1500",building,,residential,"72"
"380205324","1500",building,,residential,"79"
"380205325","1500",building,,residential,"124"
"380205327","1500",building,,house,"151"
"380205750","1500",building,,house,"154"
"380205752","1500",building,,residential,"118"
"380205754","1500",building,,residential,"159"
"380205755","1500",building,,,"168"
"380205762","1500",building,,residential,"303"
"380205763","1500",building,,house,"130"
"380205765","1500",building,,,"136"
"380205766","1500",building,,,"143"
"380205767","1500",building,,,"238"
"380205768","1500",building,,residential,"91"
"380205769","1500",building,,residential,"161"
"380205771","1500",building,,house,"147"
"380205772","1500",building,,,"87"
"380205773","1500",building,,,"631"
"380205774","1500",building,,house,"75"
"380205775","1500",building,,residential,"93"
"380206049","1500",building,,,"177"
"380206050","1500",building,,,"64"
"380206052","1500",building,,apartments,"205"
"380206054","1500",building,,garages,"70"
"380206057","1500",building,,,"70"
"380206058","1500",building,,residential,"210"
"380206059","1500",building,,garages,"98"
"380206060","1500",building,,residential,"176"
"380206061","1500",building,,residential,"86"
"380206063","1500",building,,residential,"119"
"380206064","1500",building,,residential,"178"
"380206065","1500",building,,,"174"
"380206066","1500",building,,,"84"
"380206067","1500",building,,,"1148"
"380206068","1500",building,,residential,"157"
"380206069","1500",building,,residential,"287"
"380206070","1500",building,,commercial,"723"
"380207523","1500",building,,warehouse,"503"
"381010508","1500",building,,industrial,"1014"
"381010509","1500",building,,industrial,"1704"
"381010510","1500",building,,,"236"
"381010511","1500",building,,,"182"
"381010512","1500",building,,industrial,"3624"
"381010513","1500",building,,industrial,"378"
"381894493","1500",building,,,"1000"
"391711455","1500",building,,apartments,"689"
"391711456","1500",building,,apartments,"338"
"391711457","1500",building,,apartments,"553"
"391711458","1500",building,,residential,"1033"
"391711459","1500",building,,apartments,"1163"
"391711460","1500",building,,apartments,"1188"
"391711461","1500",building,,,"56"
"391711462","1500",building,,,"114"
"391711463","1500",building,,,"95"
"391711464","1500",building,,apartments,"139"
"391711465","1500",building,,apartments,"256"
"391711466","1500",building,,kiosk,"29"
"391711467","1500",building,,,"136"
"391711468","1500",building,Residenza Steel,apartments,"295"
"391711469","1500",building,,apartments,"259"
"391711470","1500",building,,apartments,"377"
"391711471","1500",building,,,"276"
"391711472","1500",building,,apartments,"397"
"391711473","1500",building,,,"64"
"391711474","1500",building,,,"48"
"391711475","1500",building,,,"128"
"391711476","1500",building,,apartments,"421"
"391711477","1500",building,,,"400"
"391711478","1500",building,,residential,"363"
"391711479","1500",building,,,"221"
"391711480","1500",building,,apartments,"253"
"391711481","1500",building,,apartments,"312"
"391711482","1500",building,,apartments,"320"
"391711483","1500",building,,apartments,"176"
"391711484","1500",building,,,"150"
"391711485","1500",building,,apartments,"312"
"391711486","1500",building,,apartments,"364"
"391711487","1500",building,,apartments,"708"
"391711491","1500",building,,apartments,"490"
"391711496","1500",building,,apartments,"305"
"391711501","1500",building,,house,"201"
"391711507","1500",building,,apartments,"391"
"391711511","1500",building,,apartments,"198"
"391711515","1500",building,,apartments,"277"
"391711518","1500",building,,apartments,"567"
"391711522","1500",building,,,"187"
"391711526","1500",building,,apartments,"280"
"391711530","1500",building,,,"316"
"391711534","1500",building,,,"133"
"391711538","1500",building,,apartments,"534"
"391711542","1500",building,,apartments,"305"
"391764041","1500",building,,kindergarten,"643"
"391764043","1500",building,,residential,"132"
"391764045","1500",building,,residential,"188"
"391764048","1500",building,,office,"221"
"391764058","1500",building,,,"95"
"391764069","1500",building,,apartments,"140"
"391764072","1500",building,,apartments,"251"
"391764074","1500",building,,residential,"157"
"391764076","1500",building,,garages,"133"
"391764077","1500",building,,commercial,"255"
"391764079","1500",building,,residential,"157"
"391765783","1500",building,,school,"3097"
"391765784","1500",building,,residential,"130"
"391765786","1500",building,,residential,"95"
"391766076","1500",building,,residential,"173"
"391766077","1500",building,,residential,"213"
"391766078","1500",building,,residential,"118"
"391766079","1500",building,,apartments,"388"
"391767626","1500",building,,,"307"
"391767628","1500",building,,residential,"177"
"391767629","1500",building,,garages,"105"
"391767630","1500",building,,garages,"33"
"391767632","1500",building,,apartments,"214"
"391767633","1500",building,,residential,"214"
"391767634","1500",building,Autogabetta,commercial,"767"
"391767635","1500",building,,residential,"129"
"391767637","1500",building,,,"76"
"391767638","1500",building,,garages,"98"
"391767639","1500",building,,residential,"300"
"391767640","1500",building,,residential,"126"
"391767641","1500",building,,apartments,"272"
"391767642","1500",building,,apartments,"199"
"391767647","1500",building,,residential,"171"
"391767648","1500",building,,residential,"249"
"391767649","1500",building,,residential,"126"
"391767650","1500",building,,apartments,"248"
"391767651","1500",building,,commercial,"688"
"391767653","1500",building,,residential,"226"
"391767654","1500",building,,,"550"
"391767655","1500",building,,garages,"107"
"391767656","1500",building,,,"145"
"391767979","1500",building,,commercial,"266"
"391767980","1500",building,,residential,"192"
"391767981","1500",building,,residential,"100"
"391767982","1500",building,,residential,"251"
"391767983","1500",building,,residential,"138"
"391767984","1500",building,,residential,"175"
"391767985","1500",building,,residential,"239"
"391769715","1500",building,,house,"219"
"391769716","1500",building,,apartments,"342"
"391769717","1500",building,,residential,"145"
"391769718","1500",building,,,"610"
"391769719","1500",building,,apartments,"419"
"391769720","1500",building,,residential,"91"
"391769721","1500",building,,residential,"191"
"391769722","1500",building,,apartments,"148"
"391769723","1500",building,,apartments,"94"
"391769724","1500",building,,residential,"74"
"391769725","1500",building,,apartments,"176"
"391769726","1500",building,,apartments,"252"
"391769731","1500",building,,apartments,"143"
"391769735","1500",building,,apartments,"467"
"391769738","1500",building,,apartments,"287"
"391769739","1500",building,,apartments,"163"
"391769741","1500",building,,apartments,"174"
"391769742","1500",building,,residential,"105"
"391769743","1500",building,,apartments,"193"
"391769744","1500",building,,apartments,"216"
"391769745","1500",building,,apartments,"285"
"391769747","1500",building,,residential,"121"
"391769748","1500",building,,apartments,"453"
"391769749","1500",building,,apartments,"509"
"391769755","1500",building,,apartments,"200"
"391769764","1500",building,,,"364"
"391769791","1500",building,,residential,"153"
"391770375","1500",building,,residential,"162"
"391770380","1500",building,,residential,"315"
"396586477","1500",building,,,"627"
"398226235","1500",building,,apartments,"2753"
"401124460","1500",building,,,"485"
"402262600","1500",building,Enel,office,"903"
"402263046","1500",building,,,"416"
